ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist
12312,ENGL,3002,115,Discussion,0,Staff,We 5:00pm - 6:15pm,Bryan Hall 312,History of Literatures in English II,,Open,0,15,0
13183,ENGL,3002,116,Discussion,0,Staff,We 6:30pm - 7:45pm,New Cabell Hall 066,History of Literatures in English II,,Open,0,15,0
17854,ENGL,3025,1,Lecture,3,Connie Smith,TuTh 11:00am - 12:15pm,New Cabell Hall 485,African American English,,Open,4,30,0
17806,ENGL,3100,1,Lecture,3,John Casteen,TuTh 3:30pm - 4:45pm,Bryan Hall 328,Old Icelandic Literature in Translation,,Open,20,30,0
17807,ENGL,3161,1,Lecture,3,Gretchen York,TuTh 9:30am - 10:45am,Bryan Hall 328,Chaucer I,,Open,0,30,0
19645,ENGL,3260,1,Lecture,3,Clare Kinney,TuTh 2:00pm - 3:15pm,Maury Hall 113,Milton,,Open,6,25,0
17809,ENGL,3273,100,Lecture,3,Katharine Maus,MoWe 12:00pm - 12:50pm,Gilmer Hall 190,Shakespeare: Tragedies and Romances,,Open,15,90,0
17813,ENGL,3273,101,Discussion,0,Staff,We 1:00pm - 1:50pm,Bryan Hall 334,Shakespeare: Tragedies and Romances,,Open,7,15,0
17814,ENGL,3273,102,Discussion,0,Staff,Fr 12:00pm - 12:50pm,New Cabell Hall 042,Shakespeare: Tragedies and Romances,,Open,0,15,0
17815,ENGL,3273,103,Discussion,0,Staff,We 5:00pm - 5:50pm,Bryan Hall 203,Shakespeare: Tragedies and Romances,,Open,2,15,0
17816,ENGL,3273,104,Discussion,0,Staff,Th 3:30pm - 4:20pm,New Cabell Hall 287,Shakespeare: Tragedies and Romances,,Open,3,15,0
17817,ENGL,3273,105,Discussion,0,Staff,Th 4:30pm - 5:20pm,New Cabell Hall 207,Shakespeare: Tragedies and Romances,,Open,1,15,0
17818,ENGL,3273,106,Discussion,0,Staff,Fr 11:00am - 11:50am,Bryan Hall 312,Shakespeare: Tragedies and Romances,,Open,2,15,0
17819,ENGL,3310,1,Lecture,3,Alison Hurley,TuTh 11:00am - 12:15pm,Wilson Hall 214,Eighteenth-Century Women Writers,,Open,9,30,0
17820,ENGL,3380,1,Lecture,3,Cynthia Wall,MoWe 3:30pm - 4:45pm,Bryan Hall 328,The English Novel I,,Open,6,30,0
17856,ENGL,3430,1,Lecture,3,Julia Dauer,MoWe 2:00pm - 3:15pm,Wilson Hall 238,American Literature to 1865,,Open,6,30,0
17821,ENGL,3482,1,Lecture,3,Paul Cantor,MoWe 3:30pm - 4:45pm,Wilson Hall 238,The Fiction of Empire,,Open,5,30,0
17822,ENGL,3500,1,Lecture,3,Brad Pasanek,TuTh 2:00pm - 3:15pm,Bryan Hall 328,Studies in English Literature,Hacking for Humanists,Open,20,30,0
17823,ENGL,3540,1,Lecture,3,Cristina Griffin,TuTh 12:30pm - 1:45pm,Dell 2 100,Studies in Nineteenth-Century Literature,Dangerous Women,Open,26,30,0
17852,ENGL,3559,1,Lecture,3,Lorna Martens,TuTh 11:00am - 12:15pm,New Cabell Hall 395,New Course in English Literature,Memory Speaks,Wait List,17,20,3
17853,ENGL,3559,2,Lecture,3,Lorna Martens,TuTh 2:00pm - 3:15pm,New Cabell Hall 209,New Course in English Literature,"Women, Childhood, Autobiography",Wait List,10,20,0
17824,ENGL,3560,1,Lecture,3,Njelle Hamilton,MoWe 3:30pm - 4:45pm,New Cabell Hall 338,Studies in Modern and Contemporary Literature,"Being Human: Race, Technology, and the Arts",Open,4,24,0
19545,ENGL,3570,1,Lecture,3,Mark Edmundson,TuTh 12:30pm - 1:45pm,New Cabell Hall 485,Studies in American Literature,Walt Whitman,Open,17,30,0
12624,ENGL,3610,100,Lecture,3,Michael Levenson,MoWe 1:00pm - 1:50pm,Nau Hall 101,Global Cultural Studies,,Open,31,150,0
12625,ENGL,3610,101,Discussion,0,Staff,We 4:00pm - 4:50pm,New Cabell Hall 056,Global Cultural Studies,,Open,6,15,0
12626,ENGL,3610,102,Discussion,0,Staff,We 5:00pm - 5:50pm,Nau Hall 241,Global Cultural Studies,,Open,6,15,0
12627,ENGL,3610,103,Discussion,0,Staff,We 6:00pm - 6:50pm,New Cabell Hall 415,Global Cultural Studies,,Open,0,15,0
12628,ENGL,3610,104,Discussion,0,Staff,We 5:00pm - 5:50pm,Bryan Hall 330,Global Cultural Studies,,Open,0,15,0
12629,ENGL,3610,105,Discussion,0,Staff,Th 5:00pm - 5:50pm,New Cabell Hall 111,Global Cultural Studies,,Open,3,15,0
12630,ENGL,3610,106,Discussion,0,Staff,Th 6:00pm - 6:50pm,New Cabell Hall 066,Global Cultural Studies,,Open,2,15,0
12631,ENGL,3610,107,Discussion,0,Michael Levenson,We 4:00pm - 4:50pm,New Cabell Hall 283,Global Cultural Studies,,Open,7,15,0
12632,ENGL,3610,108,Discussion,0,Staff,We 6:00pm - 6:50pm,New Cabell Hall 068,Global Cultural Studies,,Open,0,15,0
12633,ENGL,3610,109,Discussion,0,Staff,We 5:00pm - 5:50pm,Nau Hall 142,Global Cultural Studies,,Open,0,15,0
12634,ENGL,3610,110,Discussion,0,Staff,Th 3:00pm - 3:50pm,New Cabell Hall 056,Global Cultural Studies,,Open,5,15,0
13646,ENGL,3610,111,Discussion,0,Staff,Th 5:00pm - 5:50pm,New Cabell Hall 332,Global Cultural Studies,,Open,2,15,0
17827,ENGL,3740,100,Lecture,3,Sylvia Chong,MoWe 10:00am - 10:50am,Maury Hall 104,Introduction to Asian American Studies,,Open,3,60,0
17828,ENGL,3740,101,Discussion,0,JiaYuan Huang,We 1:00pm - 1:50pm,Shannon House 108,Introduction to Asian American Studies,,Open,0,15,0
17829,ENGL,3740,102,Discussion,0,JiaYuan Huang,We 2:00pm - 2:50pm,Shannon House 108,Introduction to Asian American Studies,,Open,2,15,0
17830,ENGL,3740,103,Discussion,0,JiaYuan Huang,Fr 1:00pm - 1:50pm,Bryan Hall 334,Introduction to Asian American Studies,,Open,1,15,0
17831,ENGL,3740,104,Discussion,0,JiaYuan Huang,Fr 2:00pm - 2:50pm,Bryan Hall 310,Introduction to Asian American Studies,,Open,0,15,0
19709,ENGL,3940,1,SEM,3,Marcus Meade,TuTh 12:30pm - 1:45pm,Mechanical Engineering 305,Tutoring Peer Writers,,Open,1,12,0
17832,ENGL,3960,1,Lecture,3,John Parker,MoWe 2:00pm - 3:15pm,Dell 2 100,The Lyric,,Open,5,30,0
17857,ENGL,3972,1,Lecture,3,Rebecca Kastleman,TuTh 12:30pm - 1:45pm,Bryan Hall 328,History of Drama II: Neo-Classicism to Now,,Open,4,30,0
17833,ENGL,4270,1,SEM,3,John Parker,MoWe 12:30pm - 1:45pm,Bryan Hall 233,Shakespeare Seminar,,Open,14,15,0
17834,ENGL,4520,1,SEM,3,Rebecca Rush,TuTh 12:30pm - 1:45pm,Bryan Hall 330,Seminar in Renaissance Literature,John Donne and Edmund Spenser,Open,7,18,0
17835,ENGL,4530,1,SEM,3,Kelly Fleming,TuTh 12:30pm - 1:45pm,Cocke Hall 101,Seminar in Eighteenth-Century Literature,Fictions and Figures of Empire,Open,3,18,0
17837,ENGL,4540,1,SEM,3,Paul Cantor,TuTh 3:30pm - 4:45pm,New Cabell Hall 209,Seminar in Nineteenth-Century Literature,Literature and Science,Open,2,18,0
17858,ENGL,4540,2,SEM,3,Indu Ohri,MoWe 3:30pm - 4:45pm,New Cabell Hall 594,Seminar in Nineteenth-Century Literature,19th-C Social Reform and the Modern Conscience,Open,3,18,0
17838,ENGL,4559,1,Lecture,3,Lisa Woolfork,TuTh 9:30am - 10:45am,Bryan Hall 312,New Course in English Literature,,Open,1,18,0
17840,ENGL,4560,2,SEM,3,Susan Fraiman,TuTh 11:00am - 12:15pm,Bryan Hall 330,Seminar in Modern and Contemporary Literature,Contemporary Women's Texts,Open,12,18,0
18188,ENGL,4560,3,SEM,3,Njelle Hamilton,MoWe 2:00pm - 3:15pm,Bryan Hall 310,Seminar in Modern and Contemporary Literature,Caribbean Sci-Fi and Fantasy,Open,5,18,0
17841,ENGL,4561,1,SEM,3,Kelli Shermeyer,MoWe 5:00pm - 6:15pm,Maury Hall 113,Seminar in Modern Literature and Culture,Dramas of the Future,Open,2,18,0
17842,ENGL,4561,2,SEM,3,Mark Edmundson,TuTh 3:30pm - 4:45pm,Maury Hall 113,Seminar in Modern Literature and Culture,Modern and Contemporary Poetry,Open,1,18,0
18189,ENGL,4561,3,SEM,3,Jahan Ramazani,MoWe 2:00pm - 3:15pm,Lower West Oval Room 102,Seminar in Modern Literature and Culture,Poetry in a Global Age,Open,7,18,0
18190,ENGL,4561,4,SEM,3,Sandhya Shukla,TuTh 12:30pm - 1:45pm,Bryan Hall 235,Seminar in Modern Literature and Culture,"The Global City: NY, LA, London and more",Wait List,9,18,0
19739,ENGL,4561,5,SEM,3,Christopher Krentz,MoWe 2:00pm - 3:15pm,New Cabell Hall 594,Seminar in Modern Literature and Culture,Literature and Human Rights,Open,5,18,0
17845,ENGL,4570,1,SEM,3,Marlon Ross,Th 3:30pm - 6:00pm,New Cabell Hall 183,Seminar in American Literature since 1900,James Baldwin,Open,8,18,0
17847,ENGL,4580,1,SEM,3,Rita Felski,MoWe 3:30pm - 4:45pm,Bryan Hall 332,Seminar in Literary Criticism,Aesthetics and Politics,Open,12,18,0
18191,ENGL,4580,2,SEM,3,K. Ian Grandison,Tu 5:00pm - 7:30pm,Shannon House 109,Seminar in Literary Criticism,Race in American Places,Open,6,18,0
17850,ENGL,4590,2,SEM,3,Karen Chase Levenson,TuTh 12:30pm - 1:45pm,Bryan Hall 334,Seminar in Literary Genres,Novels to Live By,Wait List,18,18,14
17849,ENGL,4999,1,IND,3,John Parker,TBA,TBA,Distinguished Majors Program,,Open,0,18,0
17862,ENGL,5101,1,SEM,3,Peter Baker,TuTh 11:00am - 12:15pm,Bryan Hall 328,Beowulf,,Open,9,20,0
17863,ENGL,5559,1,SEM,3,Clare Kinney,TuTh 11:00am - 12:15pm,Bryan Hall 310,New Course in English Literature,The Sonnet Revised and Revisited,Open,15,18,0
17864,ENGL,5559,2,SEM,3,James Kinney,MoWe 11:00am - 12:15pm,Bryan Hall 233,New Course in English Literature,Afterlives of the Epic,Open,10,15,0
18192,ENGL,5559,3,SEM,3,Mrinalini Chakravorty,MoWe 5:00pm - 6:15pm,Wilson Hall 238,New Course in English Literature,The Queer Novel,Open,13,18,0
18193,ENGL,5559,4,SEM,3,Caroline Rody,TuTh 2:00pm - 3:15pm,Bryan Hall 203,New Course in English Literature,,Open,12,18,0
13206,ENGL,5830,1,SEM,3,Caroline Rody,TuTh 2:00pm - 3:15pm,Bryan Hall 203,"Introduction to World Religions, World Literatures",,Open,4,18,0
13208,ENGL,5831,1,SEM,1,Staff,TBA,TBA,"Proseminar in World Religions, World Literature",,Open,2,14,0
18198,ENGL,5900,1,SEM,3,Hallie Richmond,Mo 6:30pm - 9:00pm,New Cabell Hall 191,Counterpoint Seminar in Teaching Modern Literature,,Closed,5,0,0
17879,ENGL,8330,1,Lecture,3,Anna Brickhouse,We 5:00pm - 7:30pm,Bryan Hall 235,Early American Literature,,Wait List,15,15,0
17878,ENGL,8520,1,SEM,3,Rebecca Rush,TuTh 9:30am - 10:45am,Bryan Hall 233,Studies in Renaissance Literature,Milton,Wait List,15,15,0
17880,ENGL,8540,1,SEM,3,Victoria Olwell,TuTh 12:30pm - 1:45pm,New Cabell Hall 594,Studies in Nineteenth-Century Literature,US Literature and the Politics of Justice,Wait List,15,15,0
17881,ENGL,8559,1,Lecture,3,Sandhya Shukla,Tu 3:30pm - 6:00pm,Maury Hall 115,New Course in English Literature,Approaches to American Culture,Wait List,11,15,2
17883,ENGL,8559,2,Lecture,3,Bruce Holsinger,Tu 4:00pm - 6:30pm,Bryan Hall 233,New Course in English Literature,,Wait List,15,15,1
18194,ENGL,8559,3,Lecture,3,John Unsworth,MoWe 4:00pm - 5:15pm,Wilson Hall 244,New Course in English Literature,Intro to Digital Humanities,Open,9,20,0
17888,ENGL,8596,1,SEM,3,Brian Teare,Tu 3:30pm - 6:00pm,Dawson's Row 1,Form and Theory of Poetry,Ecopoetics & Ecocriticism,Open,10,14,0
17893,ENGL,8598,1,SEM,3,Micheline Marcom,We 2:00pm - 4:30pm,Brooks Hall 103,Form and Theory of Fiction,"The Ludic: Satire, Excess, Humor, and Play!",Open,7,14,0
17882,ENGL,8900,1,SEM,3-Jan,Tamika Carey,Th 5:00pm - 7:30pm,New Cabell Hall 056,Pedagogy Seminar,,Wait List,14,14,1
19054,ENGL,8900,2,SEM,3-Jan,Kevin Smith,We 5:00pm - 7:30pm,Wilson Hall 214,Pedagogy Seminar,,Open,3,18,0
19673,ENGL,8900,3,SEM,1,James Livingood,Mo 1:00pm - 1:50pm,Bryan Hall 334,Pedagogy Seminar,,Open,7,18,0
18195,ENGL,8993,1,IND,3-Jan,Sylvia Chong,TBA,TBA,Independent Study,,Closed,3,3,0
17889,ENGL,8998,2,IND,3,Caroline Rody,TBA,TBA,M.A. Thesis,,Open,6,30,0
17890,ENGL,8999,1,IND,12-Jan,Caroline Rody,TBA,TBA,"Non-Topical Research, Preparation for Research",,Open,8,60,0
17885,ENGL,9560,1,SEM,3,Jahan Ramazani,MoWe 3:30pm - 4:45pm,Lower West Oval Room 102,Advanced Studies in Modern and Contemporary Literature,Poetry in a Global Age,Wait List,15,15,0
17886,ENGL,9580,1,SEM,3,Rita Felski,Mo 6:30pm - 9:00pm,New Cabell Hall 187,Advanced Studies in Critical Theory,,Wait List,14,15,6
11505,ENGL,9710,1,IND,12,Deborah McDowell,TBA,TBA,Woodson Institute Fellows Pre- and Post-Doctoral Research,,Open,0,15,0
17887,ENGL,9800,1,Lecture,3,David Vander Meulen,Fr 9:30am - 12:00pm,Bryan Hall 233,Introduction to Textual Criticism and Scholarly Editing,,Open,6,15,0
17891,ENGL,9995,1,SEM,3,TBA,TBA,TBA,Dissertation Seminar,,Open,3,15,0
17892,ENGL,9998,1,IND,12-Jan,Caroline Rody,TBA,TBA,"Non-Topical Research, Preparation for Doctoral Research",,Open,7,100,0
17894,ENGL,9999,1,IND,12-Jan,Caroline Rody,TBA,TBA,Non-Topical Research,,Open,1,200,0
15100,ENGR,1420,1,Lecture,3,Dana Elzey,TuTh 2:00pm - 3:15pm,Thornton Hall D223,Synthesis Design II,,Open,0,48,0
16217,ENGR,1621,1,Laboratory,1,Ann Reimers,TBA,Contact Department,Introduction to Engineering Lab,,Open,0,40,0
16198,ENGR,1624,1,STO,4,"Ann Reimers, Eric Anderson",TuTh 2:00pm - 3:15pm,Rice Hall 120,Introduction to Engineering,,Open,0,35,0
16199,ENGR,1624,2,STO,4,"Ann Reimers, Keith Williams",TuTh 11:00am - 12:15pm,Rice Hall 120,Introduction to Engineering,,Open,0,35,0
16232,ENGR,1624,100,Discussion,0,Ann Reimers,Mo 8:00am - 8:50am,Thornton Hall D223,Introduction to Engineering,,Open,0,35,0
16233,ENGR,1624,101,Discussion,0,Ann Reimers,Tu 8:00am - 8:50am,Thornton Hall D223,Introduction to Engineering,,Open,0,35,0
16259,ENGR,2050,1,Lecture,3,James Groves,TuTh 2:00pm - 3:15pm,Mechanical Engr Bldg 339,Introduction to Sustainable Energy Systems,,Open,3,70,0
19885,ENGR,2500,1,Lecture,3,Kyusang Lee,Mo 2:00pm - 2:50pm,Rice Hall 120,Introduction to Nanoscience and Technology,From Nano to AI,Open,5,20,0
16172,ENGR,2595,1,Lecture,3,James Groves,TuTh 3:30pm - 4:45pm,New Cabell Hall 338,Special Topics in Engineering,Critical Clean Energy Materials,Open,1,30,0
16040,ENGR,2595,2,Lecture,3,Dana Elzey,Mo 12:30pm - 1:45pm,Rice Hall 032,Special Topics in Engineering,Design Like You Mean It,Open,3,20,0
16066,ENGR,2595,3,IND,4-Jan,Mark Kester,TBA,TBA,Special Topics in Engineering,Nanomedical Drug Delivery (in Cancer),Open,0,6,0
16064,ENGR,2595,4,IND,4-Jan,Helena Snyder,TBA,TBA,Special Topics in Engineering,Nanoscale Biomed Research II,Open,0,5,0
16225,ENGR,2595,5,Lecture,2,Julia Lapan,Mo 4:00pm - 6:00pm,Rice Hall 032,Special Topics in Engineering,Engineering Your Future,Open,0,18,0
16295,ENGR,2993,1,IND,3-Jan,Sean Agnew,TBA,TBA,Independent Study,,Open,0,5,0
16411,ENGR,3501,1,Lecture,3,Dana Elzey,TBA,TBA,Special Topics in Engineering,Dominican Republic Clean Water Project,Open,0,5,0
16213,ENGR,3502,1,Laboratory,3,Helena Snyder,TBA,TBA,Special Topics in Engineering,Intermediate Nanoscale Biomed Research II,Open,0,30,0
15101,ENGR,4020,1,Lecture,3,James Groves,MoWeFr 10:00am - 10:50am,Wilson Hall 238,Multidisciplinary Design and Development II,,Open,6,18,0
19770,ENGR,4595,1,IND,3,Baoxing Xu,TBA,TBA,Special Topics in Engineering,Nanofilm Liftoff Simulations Research II,Open,0,1,0
16065,ENGR,4599,1,IND,3-Jan,Helena Snyder,TBA,TBA,Special Topics in Engineering,Advanced Nanoscale Biomed Research,Open,0,5,0
16067,ENGR,4599,2,IND,3-Jan,Mark Kester,TBA,TBA,Special Topics in Engineering,Advanced Nanomedical Drug Delivery,Open,0,6,0
16291,ENGR,4599,3,IND,3-Jan,James Groves,TBA,TBA,Special Topics in Engineering,Design Thinking Module Development,Open,0,30,0
15794,ENGR,4880,1,Lecture,3,Staff,TuTh 2:00pm - 3:15pm,Chemical Engineering Bldg 005,Business and Technical Leadership in Engineering,,Open,32,70,0
15913,ENGR,9997,1,IND,12-Jan,James Groves,TBA,TBA,Graduate Teaching Instruction,,Open,0,10,0
14389,ENTP,1010,1,Lecture,3,"Bevin Etienne, Charles Ransler",MoWe 9:30am - 10:45am,Robertson Hall 123,Startup: An Introduction to Entrepreneurship,,Open,0,60,0
14390,ENTP,1010,2,Lecture,3,"Bevin Etienne, Charles Ransler",MoWe 11:00am - 12:15pm,Robertson Hall 123,Startup: An Introduction to Entrepreneurship,,Open,0,60,0
14405,ENTP,1010,3,Lecture,3,Charles Ransler,MoWe 12:30pm - 1:45pm,Robertson Hall 123,Startup: An Introduction to Entrepreneurship,,Open,2,60,0
14400,ENTP,4000,1,Lecture,3,Eric Martin,Tu 2:00pm - 4:45pm,TBA,Launch,,Open,15,20,0
10159,ENWR,1506,1,SEM,3,Kate Kostelnik,TuTh 9:30am - 10:45am,New Cabell Hall 038,Writing & Critical Inquiry Stretch II,Writing about Identities,Open,0,12,0
10160,ENWR,1506,2,SEM,3,Claire Chantell,TuTh 12:30pm - 1:45pm,Bryan Hall 312,Writing & Critical Inquiry Stretch II,Writing about Identities,Open,0,12,0
10161,ENWR,1506,3,SEM,3,Claire Chantell,TuTh 11:00am - 12:15pm,Bryan Hall 312,Writing & Critical Inquiry Stretch II,Writing about Identities,Open,1,11,0
10162,ENWR,1506,4,SEM,3,Patricia Sullivan,MoWeFr 12:00pm - 12:50pm,Bryan Hall 203,Writing & Critical Inquiry Stretch II,Writing about Culture/Society,Open,1,12,0
11601,ENWR,1506,6,SEM,3,Patricia Sullivan,MoWeFr 1:00pm - 1:50pm,Bryan Hall 203,Writing & Critical Inquiry Stretch II,Writing about Identities,Open,0,11,0
12467,ENWR,1506,7,SEM,3,Marcus Meade,TuTh 9:30am - 10:45am,Ruffner Hall 125,Writing & Critical Inquiry Stretch II,Writing about Identities,Open,0,12,0
13758,ENWR,1506,8,SEM,3,Kate Kostelnik,TuTh 11:00am - 12:15pm,New Cabell Hall 038,Writing & Critical Inquiry Stretch II,Writing about Identities,Open,2,12,0
10163,ENWR,1508,1,SEM,3,Mahmoud Abdi tabari,TuTh 11:00am - 12:15pm,Ruffner Hall 125,Writing & Critical Inquiry Stretch II for Multilingual Writers,,Open,0,10,0
10164,ENWR,1508,2,SEM,3,Mahmoud Abdi tabari,TuTh 3:30pm - 4:45pm,New Cabell Hall 038,Writing & Critical Inquiry Stretch II for Multilingual Writers,,Open,0,10,0
10664,ENWR,1510,2,SEM,3,Katherine Rice,MoWe 5:00pm - 6:15pm,New Cabell Hall 132,Writing and Critical Inquiry,Writing about Culture/Society,Open,0,18,0
10665,ENWR,1510,4,SEM,3,Emily Nason,TuTh 9:30am - 10:45am,Shannon House 109,Writing and Critical Inquiry,Writing about Culture/Society,Open,4,18,0
11368,ENWR,1510,5,SEM,3,Megan Haury,TuTh 3:30pm - 4:45pm,New Cabell Hall 168,Writing and Critical Inquiry,Writing about the Arts,Open,0,18,0
12386,ENWR,1510,6,SEM,3,Emily Lawson,MoWeFr 12:00pm - 12:50pm,Bryan Hall 334,Writing and Critical Inquiry,Writing about Culture/Society,Open,5,18,0
11737,ENWR,1510,8,SEM,3,Charity Fowler,TuTh 3:30pm - 4:45pm,New Cabell Hall 132,Writing and Critical Inquiry,Writing about the Arts,Open,2,18,0
10666,ENWR,1510,9,SEM,3,Gretchen York,TuTh 5:00pm - 6:15pm,Bryan Hall 312,Writing and Critical Inquiry,Writing about the Arts,Open,0,18,0
10667,ENWR,1510,12,SEM,3,Tracey Wang,MoWeFr 11:00am - 11:50am,Bryan Hall 235,Writing and Critical Inquiry,Writing about Identities,Open,0,18,0
10668,ENWR,1510,13,SEM,3,John Modica,MoWeFr 11:00am - 11:50am,Bryan Hall 334,Writing and Critical Inquiry,Writing about Culture/Society,Open,0,18,0
10669,ENWR,1510,14,SEM,3,Kelli Shermeyer,MoWeFr 12:00pm - 12:50pm,Bryan Hall 332,Writing and Critical Inquiry,Writing about the Arts,Open,0,18,0
10670,ENWR,1510,16,SEM,3,Alex Buckley,TuTh 5:00pm - 6:15pm,Bryan Hall 330,Writing and Critical Inquiry,Writing about the Arts,Open,0,18,0
10671,ENWR,1510,17,SEM,3,Cherrie Kwok,MoWeFr 11:00am - 11:50am,Bryan Hall 330,Writing and Critical Inquiry,Writing about Digital Media,Open,0,18,0
10672,ENWR,1510,18,SEM,3,John Casteen,MoWeFr 12:00pm - 12:50pm,Bryan Hall 312,Writing and Critical Inquiry,Writing about Culture/Society,Open,1,18,0
10673,ENWR,1510,19,SEM,3,Heidi Nobles,MoWeFr 12:00pm - 12:50pm,Bryan Hall 310,Writing and Critical Inquiry,Writing about Science & Tech,Open,0,18,0
10674,ENWR,1510,20,SEM,3,Emily Lawson,MoWeFr 1:00pm - 1:50pm,Bryan Hall 310,Writing and Critical Inquiry,Writing about Culture/Society,Open,0,18,0
10675,ENWR,1510,22,SEM,3,Sarah O'Brien,TuTh 3:30pm - 4:45pm,Bryan Hall 310,Writing and Critical Inquiry,Writing about the Arts,Open,2,18,0
12348,ENWR,1510,23,SEM,3,Jon D'Errico,MoWeFr 1:00pm - 1:50pm,Bryan Hall 330,Writing and Critical Inquiry,Writing about Culture/Society,Open,0,18,0
10676,ENWR,1510,25,SEM,3,Anna Martin-Beecher,MoWe 5:00pm - 6:15pm,New Cabell Hall 064,Writing and Critical Inquiry,Writing about the Arts,Open,0,18,0
10677,ENWR,1510,26,SEM,3,Anna Fleming,MoWe 3:30pm - 4:45pm,Astronomy Bldg 265,Writing and Critical Inquiry,Writing about Culture/Society,Open,0,18,0
10678,ENWR,1510,27,SEM,3,Rebecca Foote,MoWeFr 10:00am - 10:50am,Bryan Hall 334,Writing and Critical Inquiry,Writing about Culture/Society,Open,0,18,0
10679,ENWR,1510,28,SEM,3,Kelly Fleming,TuTh 5:00pm - 6:15pm,Bryan Hall 310,Writing and Critical Inquiry,Writing about the Arts,Open,0,18,0
11369,ENWR,1510,31,SEM,3,Lara Musser,MoWe 5:00pm - 6:15pm,New Cabell Hall 183,Writing and Critical Inquiry,Writing about the Arts,Open,0,18,0
12267,ENWR,1510,32,SEM,3,Jessica Walker,MoWe 5:00pm - 6:15pm,New Cabell Hall 315,Writing and Critical Inquiry,Writing about the Arts,Open,0,18,0
10681,ENWR,1510,34,SEM,3,Helena Chung,MoWe 2:00pm - 3:15pm,Shannon House 111,Writing and Critical Inquiry,Writing about Culture/Society,Open,3,18,0
11951,ENWR,1510,36,SEM,3,Sarah Storti,MoWeFr 9:00am - 9:50am,Bryan Hall 310,Writing and Critical Inquiry,Writing about Culture/Society,Open,1,18,0
10682,ENWR,1510,38,SEM,3,Michael VanHoose,TuTh 12:30pm - 1:45pm,Bryan Hall 332,Writing and Critical Inquiry,Writing about Culture/Society,Open,2,18,0
12268,ENWR,1510,39,SEM,3,Sarah O'Brien,TuTh 12:30pm - 1:45pm,Bryan Hall 310,Writing and Critical Inquiry,Writing about the Arts,Open,0,18,0
10683,ENWR,1510,40,SEM,3,Sophie Abramowitz,TuTh 9:30am - 10:45am,Bryan Hall 310,Writing and Critical Inquiry,Writing about Culture/Society,Open,1,18,0
10684,ENWR,1510,41,SEM,3,Matthew Martello,MoWe 5:00pm - 6:15pm,New Cabell Hall 044,Writing and Critical Inquiry,Writing about Culture/Society,Open,0,18,0
12269,ENWR,1510,42,SEM,3,Caleb Nolen,MoWe 5:00pm - 6:15pm,Bryan Hall 310,Writing and Critical Inquiry,Writing about Culture/Society,Open,0,18,0
11954,ENWR,1510,43,SEM,3,Sarah Storti,MoWeFr 11:00am - 11:50am,Shannon House 109,Writing and Critical Inquiry,Writing about Culture/Society,Open,0,18,0
11370,ENWR,1510,44,SEM,3,Jon D'Errico,MoWeFr 12:00pm - 12:50pm,Bryan Hall 330,Writing and Critical Inquiry,Writing about Culture/Society,Open,0,18,0
11436,ENWR,1510,47,SEM,3,Cassie Davies,MoWe 3:30pm - 4:45pm,New Cabell Hall 027,Writing and Critical Inquiry,Writing about Identities,Open,0,18,0
11491,ENWR,1510,49,SEM,3,Cory Shaman,TuTh 12:30pm - 1:45pm,Shannon House 109,Writing and Critical Inquiry,Writing about Science & Tech,Open,2,18,0
11602,ENWR,1510,51,SEM,3,Lindgren Johnson,TuTh 11:00am - 12:15pm,Shannon House 111,Writing and Critical Inquiry,Writing about Culture/Society,Open,1,18,0
11740,ENWR,1510,53,SEM,3,Indu Ohri,MoWeFr 11:00am - 11:50am,New Cabell Hall 383,Writing and Critical Inquiry,Writing about the Arts,Open,0,18,0
11953,ENWR,1510,56,SEM,3,Nathan Frank,TuTh 3:30pm - 4:45pm,Shannon House 111,Writing and Critical Inquiry,Writing about the Arts,Open,0,18,0
12206,ENWR,1510,57,SEM,3,Cory Shaman,TuTh 2:00pm - 3:15pm,Nau Hall 141,Writing and Critical Inquiry,Writing about Science & Tech,Open,1,18,0
12270,ENWR,1510,61,SEM,3,Indu Ohri,MoWeFr 9:00am - 9:50am,Bryan Hall 330,Writing and Critical Inquiry,Writing about the Arts,Open,0,18,0
12271,ENWR,1510,64,SEM,3,Sophie Abramowitz,TuTh 5:00pm - 6:15pm,Bryan Hall 334,Writing and Critical Inquiry,Writing about Culture/Society,Open,0,18,0
12272,ENWR,1510,65,SEM,3,Thomas Berenato,TuTh 5:00pm - 6:15pm,Bryan Hall 332,Writing and Critical Inquiry,Writing about the Arts,Open,1,18,0
12588,ENWR,1510,66,SEM,3,James Ascher,TuTh 8:00am - 9:15am,Bryan Hall 310,Writing and Critical Inquiry,Writing about Culture/Society,Open,0,18,0
12590,ENWR,1510,68,SEM,3,Gretchen York,TuTh 3:30pm - 4:45pm,Bryan Hall 312,Writing and Critical Inquiry,Writing about the Arts,Open,0,18,0
12591,ENWR,1510,69,SEM,3,DeVan Ard,TuTh 8:00am - 9:15am,Bryan Hall 330,Writing and Critical Inquiry,Writing about the Arts,Open,0,18,0
12592,ENWR,1510,70,SEM,3,Stephen Riopelle,MoWeFr 11:00am - 11:50am,Mechanical Engineering 305,Writing and Critical Inquiry,Writing about the Arts,Open,0,18,0
